id,fecha,cantidad,tipotrans,cuentaorigen,cuentadestino,dateCreated,lastUpdated
320482,2022-08-20,234039.18759746483,w,vNtOLHJ10zxY0H68JsNyYy1huEMra2wKu04PUEKsh1Dr1b0GiIvr3VoyUQjjiK5FLxrINKa3cdDTWdDWRCBVoKOCfux8nVzHA3SFovPTozwtCxQ9UxFP9bsUadjIPiCAhEXvvCB5rDNWpwPabJdJHUg4FVpxY6HEads3vTEubANT2EetHJF8nPDgjxXCqI4aMmXolj3h0mv,f9sML15u4RvRoLRYtuxRXdGA0irgllBaWnskz5tItLBl5lZgea31KlYpahBQ5BDd1xWqJlScabVtjeSGdjKTOLtA8AYtGtwMcfgJeTyf1j3u9Zw2AUgzXZjSAzK26xUxoHqkq8VFMXT4Dh1OCOFKjOHsd5IzlBiwQnnNLy5DP8bg65koI98gXdghIlYJ11lhZe8Bg1WL9,2019-11-13 16:56:58.191401,2022-11-16 14:11:31.386616
258673,2019-11-10,619962.9851044619,w,oqtoCKHo80KqcJLZcSEBQyAuRroq34wGEkERB9BKuj5uCQB,bRtAMU1nWQz0x5OAOGquqbFm6MfJvx17QVWRrbDIomkc9JXJlXRCTXHIH5no3dFkco5FDyx80su39Ntg9dVhVJ4S3HJ8gngE0CGAwGmf4bZo1L0,2022-08-28 14:19:28.098901,2020-09-04 16:21:34.233505
556271,2021-06-06,874340.2424018832,b5cTxbo1Yr,FdoZdnm9OSy2CM8t64k3UcC6aHUoQoqZXWL02U30DXR18aJyX80ot8ekJRxJ,S0hSLyRlVHOFUWnQ2cZTfWn46W1PWaOEIIQ1zDv16C1c82apkE3uqVDnxxn5ZlhoUJXgg51oJ92lviswRy,2023-05-17 17:48:14.938146,2020-11-23 07:12:39.999967
811513,2023-09-29,97018.70771477273,Bv6t6z1hJ2,P41cNBFhk3welCphAojhKHnVvLlhY3ITq5rryPSu9HH40BT3vncwQAfVOP22i7jBKlkNKAjx,yBdtTo98AQ6OVe6ARF0MJpXNm4kpcQgxSsJf5kXBMxlDm4YKvVOKFl49xcYWMg1sKC4WtXkGqZ0CfTr8gQaEEvyoo18ClR22k,2019-08-21 21:29:20.946320,2022-10-06 03:38:32.606512
732282,2019-01-14,446601.04182004713,y9Nb6XuZYi,mIVpX2c7ixkiccKwl2wPWx1tPVVDNwN4DHr4C4n5fkA9QvDSPbyW6HHwjFEyTPNYwSpfTIjX8Csl7EK6ryjaOvS72fhHwgO1sVWIP9zIFlqno4ZQZIYwcVjygCJPAgMRPUVHuT4qPLiM6myT2U2oSqUaPvYr4qJO318KTO76zqfJ2kAsKDm9277TyaxkJ7Ueom5q6SMoUcOGHz,dRUOVum7QmX2kpEO8byXJLXwa9XM89lT9oUVjb7rEtrEJSguXMRBeqZ35UdKiwd7qd5AHoX6P6AHBoVThzbVCHMZXQ7OHfAvpENENPuW3gCYX0QtA3jVLD1Bn3UHEInMOw6p68OmMXUsFSnWZoeeAzI6fozdkuGTEEkIP1hlVjaEhiafmv7ImmYRB0vIQQXpLHN,2019-02-03 19:16:55.761857,2019-10-26 10:24:26.760304
462102,2023-02-09,627336.395149312,JSIy,ay0hvuJgmUcEqQC7GGBqcF34xELkQ2zOZB41hm5f2gYKJCpjCle5nJTk6jwKaBU4nyJDFfT0IGx3ZERVV28raBAXeAPmF1LUSDCQEula8f0hkVUEXR0pi6LTVYvGIcNigNXkng8UQc0c12UPLYMM9mW3MHL1gFuqi7DURZ0RDljzgD2iqSe2XEnb7esPjg4rBfkim11THR3DhKs1Cixj4q4ESxHuIgNE3i7eKWM5OdoTvzYnmfO55Vo,dyqRpikKTBn1nZG4OkB945hWHgbYVAqeHUyTFmizl7140Y5evlsU2BydMQ3AnyIDCDTbizoFD6RYJ0SE3Ke9tgHJsWqCeYtrEy3WCXc3DRP4okeZhg3DKKBpW49IePaO1Gid9DCt7dlAu0wwWP5pzgxIqbwf2Cc5,2023-06-06 11:38:02.031412,2023-03-11 16:07:57.699338
405317,2020-03-16,155075.0381760277,5ZofOoAAJ,nE4GxXB2dRKxAa0VJzmlYkhMe6v14Yo7py5GxgJ8FzcZbpZHywytXmB1JRysTDe5Oy4IQxMqrssQifH3EPmovfvhBYL13DWvbRpRDl0WbxlglIoQ7Tk8i6O9jotlnZceSRCMWB8xM5mOoBklzn3UaFufuY5Tnv0VQ68QPFMklrgk0T9VOOUGCFJVH4phwzX2kb6nvrfZg9GxR16DFO7rsBGPpyoY120JwOYt,8oQBEH5cdMECnKYZKBUnLY0ztS8RxKTiIx5qRHhloIfmvKRIc2CLXkIKxhMMg12M0G2yawXXAAU0m6kXLL4vMknhJ3khu93OyWtObNcEDFyBpNALbTrUWUdasBvn0uA3fxRrzwXbRdjEJonAFx7CRkFBN14T5gncmOxgMGSmP8Gr6MHLwBRcaJWiuq,2020-08-30 21:46:56.277831,2021-01-24 19:49:39.640963
614850,2022-08-15,695926.2196856196,WJk84MC,lMBmiiisoq5YpBYU6A63UTYDNALFt2nIkqpDdPfTyNGitai3nU6uEKC0an28WOp1dhTWqgR0inWMcWwqyTJSNZC0LOWweWYSVEaxdhxBRNQiB4nfwCKcnVDGlFW8dpUnmUaq1OUwwT5RK7j78qfW2zZUTAXnwsaIdLEY5YIqFZroqNgCFZ9axXQT2lxRDqbMg7kMb6EEd7v8dE2jmVJo9oUDMSvMAl6abXpsBF4PIe1,2q89S9r8rWJW1S7CHZaPX8RSzL5kxmCg9xKk5ocgnM1ZoOmSnxlSeBxsRN,2021-10-28 03:07:41.723853,2021-02-17 21:34:47.278742
616147,2021-10-10,784271.3687957122,2ZnPR7,XSPdC5jWfild7y7kDWZS4Pjs2zDTkNRKdeMb9JrwAzce1v0M5ZWMiflQjXMeodsjJTBj9m1pm3vXKWFn418ZfqNRexWD0sntAfqfW3VCJnL2u2Ci,udnt8dJ3vrKkwXUm3vOAVXGvMpRvOavjspWfqiLjOlfMPhz,2022-02-15 17:37:11.029875,2023-02-20 07:02:53.399290
2282,2020-02-20,882301.9943937492,LB3GhqJUUV,QW41scrEwz9cr9QNkDNhKk40ZTgrDvo7T2we9Ni9TR2nFHy3NfC5ZCeOi8TiyK7Up01Ey0zWuk9E1qZXIxQBfLa8sUfxPuK60PQWolOnqGGceES7vCdmfFiEfw0LBqnfFR6bEUEwQITx9PPaPtKiCtjFqBDzkOA7ylsdpY8xjd1eP0VJ1sDGRoHLrL6,LoswJkwF3uDth5oZ2Mv9x74HiFtC35GSSmrs4GoPo9dz6fqoPvJeL1o1k3jKow50XEtZNV48ZswsPmbR7u1yWlZBU9bj14UGDsc4jgx7RjYrl34cxDw9aHhO3rRjJrBXJxOmfh9ygaj6FQJSeMAltxX43ZFPj44rML7YvKt1bDnATXZJMZlngvSYZ4KmgOvnVeHnjs9zIrnbmQ8ZTucedQNHd6DipfjQ1vElBMZZzfQb5YiU295Kdy,2019-05-27 16:09:55.956546,2019-08-01 17:49:02.700713
174017,2020-01-06,317282.4980461448,P,UO2zAuGugYziBZxRqSCR,0SMQ94vxV8EwKDVxwoYIlaFrI89tRKQyc2fTZRXvK7o2y5lXyqedKQteROiHpC9QEPbgSn3XQTwNwEGBGCk1gnVKygAaC8Z0hlSe9jbCdutSBuGWXGDGgKYUqJ5ym7ivHNtqJIttzLWT3pXyLzaS1h4arl1o6qtrOqfOFmpVnjo2D0Bd7yMJOpTkuswYytAqhMtXZuEJ8tPNRrCRlAEOYnvinpF6zM1eai5q2d4nbMXHsq6gv96ZKkQHzG45MtI,2023-07-30 07:30:20.578892,2021-09-28 00:54:32.929300
627369,2019-11-30,169346.46309150127,T47DC3TSS,lXlZlBpz1ozFowGOSyotmgdA47DYUlrcXfBs8r3cAuYfp7tgXpz3RorHMWBXTu4n,XAkuWimmEQJ,2021-09-16 01:58:34.698906,2020-04-17 16:26:43.815436
177014,2022-08-06,610500.1834011567,c3tqpSMDHk,WR3i9mtLzHPpu9iLT6MwrDtafcXclHwHqHlB7N0d6hF3qMle1lK5oFu8CPihtmav6HsRhGTnX0DgCJJRmNNseSyc44aRxVXYwayeta86pJ02F2w7Gf4kH1vPwig8cDICVJ4y9YfHTz5E3CqwqnKETEqABroL6dXSv36o0TLFyEaOPQLO074D7Ig0v6vIliiwYksCudDf6zqG54mJwAY6TTE,vBsfeL9sKuvCvU5i6HOCENvuPU2oeblRiC74WP9F7wH7TYHhg8itAEtxe5m195eXxUEiSH98xbZ9Cnj2byB2faXRi8zioTnkoUy8tv7iT79zscz7hanE6BC2,2019-11-25 06:29:39.243379,2019-07-05 07:40:41.579101
902901,2021-02-20,485058.1415794369,CCwh,au7Ah3zqR0WGdenk8CvoM5eQ85QGvB24RpyD7ggeQ6gbaGVMVfMuPBvCvlETgFNUGW5eKTv,XOidljz3eOBwZKHmyYsVGFB0Nyy6iqSVXpBVKVOOKJHSChpQyWlvf0SMjeIKvWsl7TDnME48o9EamU88UVamkLUxhYSh9Cqley9ujihL5TehBk7F53JwjpFlY1n0Ak,2022-03-17 13:58:29.920574,2019-01-12 16:14:28.866207
184676,2019-01-08,975447.3965362074,Nl1C9iYk,dQVqnd1nZcXYNSWzou9xGDG19juf3DU5rueXNeHSr0SPQ85EgIt2PFC4vMKXJgOntKw5,DOVeUXfvES2Fvp6Ja71MXWQTpXvzeE5IjUKCHmH2MlbvX8EXjQ2JBYnj0KLS0CJu0E9IfBROYG0mbT4MfiIwmdmoWORCxfvkj8CtWYIzwSZ24UAAGdmC,2020-05-21 15:44:40.114662,2023-07-17 22:57:22.896070
485566,2022-06-04,717179.7849239974,C0vS,JcQJusglTXmiidne54jjsckhRIqHo1zWDNulJAmBj7JIC2bfWbv3G5ZJ16iyMu7ad456wwKFTdusP8Znf21riTu2q2CcSeVisR1mfIFFPOg9HTYz6wlPcSIz8BYiTGnj7uUvrC6fB9ntCxeKu5fLnYY88K6v8ojjONiljv1crmet4yG5MwzOjdX8WEcSW3ISbYmxg0SEtF31m8,QvSMYL0f0lsBXlR824xBWNvtR1IlUbLbOdOfBbSMkNKNozn1O4Q1oUWAcciCkaI8POlO2zLrqs1k7SWfhk4cSwVIxbb0xzaeJiQXuezP1hASQZ4eKezMiDPSuW4iuvINv1xr6s7Bid0YuU8K8fCUsYJQjELUdvQ9HXWyw9LLcscCHgjccSB1YDu2mV4pG1eunu0Wl,2023-09-14 00:13:18.291678,2022-12-18 18:23:50.323795
557320,2020-09-12,907905.1194185393,YT8AE,kkAzRvqSuNTwPJ54NsMdHzoFwitUOsBp7GwIO1v3CauiDlNz8CduH60KflMmGYXQTFynN3p5GsyIHpMitMyRV9VntE5nNyU9EwdEDY0H9zcSTEGchM5TkXGNZrmyivSrKKzkFYr5rz9QH3HyNs0s7Mn6vcvs2ns6VVCO1rbinbzYI1hVeRCb7BZErPTz4XiHTEmoDkd47WVBPkfLLgwThk3I6xwxcgeuHcdVZy9MjZBrzHabrCU,dw6P7GaKDlUEXL9hnnTWmt4VV04PwlbMYPYFVtEKTea09NwLV89vqWTWr08dzTVZFJ8HJmS09oPc766qLdmAZeBNMZsOS9O98RrQ52oAoVHtKYqwMcw0JzJ5LtkHsoQMKrBB7EoLJTk0uT7JJxhSLANi8LRpeK3DhAdkJp4LFEvM5cQPPJ,2019-11-28 21:51:54.099035,2023-10-23 11:42:48.838712
721636,2019-03-09,56498.51684574585,pI2,MrbMQEz8OBqa4Mx9HbFvTMXf4ewsQ4AEyLD2ACTkOZUBcBTUK9bXmOe42dCWnrlhMcZgrSvEtHOW96Mvt8P1spK02n3UZeaPVYtIKcxN0bvV42fE2qKQDtqdikNfSxsUQbnUwBO2JAz8bS7WzLbBbOAJzaJ0tdsff8zY,cKRxzw7KzLLyJ3lzvvJNTOLmWCkmrxIsbSsSgfnhAXTpZcNNp2gFKwOv0Lzel0HTdvnumDhFa8HIZnrvI3RIiciLKKGExZifkSdJJznOC1hhXltSPdcjINuAPjdU2Nlh4rWCrbEbCZjn6tdWoNj0x3guDi6zJLX9bAD3NwrduVkOvyiP9egfgUmuhNnxh4QqqfeDK6vJvsaIaVWTkZt,2020-03-06 02:23:50.011158,2023-02-19 02:16:16.227359
598359,2020-07-28,551336.1470296077,8PyUS,afDef1OfrEBHHmCbV7uv02OSlTQJQ5p1Hi626wes65ZKzUPgGga62jgXN1FXPCn8yA6McJoCBDtbrg49tvvBZUWQq1N2KUk04sYFQCl2lVT6fdIW3sblpShwbbH2,B2RsfOPZU53CKKbELEYWougwCRrvIwL8wH7XexYT1gEkwYcpGSBhMbCtAci9xWqIpfDPCuUcjRdcXM7KrLbK1zKCa7sqkN0btiLtTGh1CrR3gosZ4IzZ875OcxC16hYIr21rlCkkzK3Nd4AEcGCrReaDxHuuEEXu0j6r2vUGh1mOmyklA,2021-04-11 22:49:53.128438,2023-04-17 22:45:20.225244
342709,2020-07-05,224375.66564177303,Bx3mRoebzB,o2gSttlU31iirYjuTOlEU0gTo3Q3pZAj0y8LpxoGQWMEu6o1Y54EyCIZVK4SlGwGTj4O5QfBzctwJfgNZp9Mz7mLeFAtuZezXoYJRWRm8cpt6qsydkPr5,sZCcbQD3Cr7ueN5rUbRsR6zW7I3hc23l9kv4VyN5kLF8buq3Zb8bsbWVdVTGurPiXeJN4WQfGcAdcs7ECoA7s5b8AKlLCkJWPbc2QJdFDOZURafODugcWfcfXwsajCnREJVu2ZowXw7cEYLm9y2t1TJ8FdquYDdE9WGpVoQ2SpCR3hR9vRLURlVT5ass2sOfmn60VI1QhIzPNQNbyI2w,2020-07-15 13:24:17.648130,2021-07-13 03:32:43.329702
192820,2023-08-13,267664.78899246943,Mr2g3B,43M2Bka,Pi7zT5fCwDbtk5vbGFzhwLJ8sTH,2020-02-13 05:54:29.962305,2020-11-07 08:36:48.782754
89363,2019-11-09,230716.74687219915,dYEb0tG,9nYPVhkdQf0Hv1J87D8ueJuiwLnp93GiNUQBCAqrcY5ZbkF3hCWDmGjZeociL7ZemNnciIr7qBib8UIB4EjFjAWSqts4Wkj7FSzGYeEWWCrP1X849fDeivYAE0clbtqdtDLdXzV,ClYCbGFAisfV1MFSTZbl6tTpqsl3virUtwBL7zXygXcdJ7TVQbZnuZ8sV4ICayiH3BOUQHfkUKE1yhAXbcLaX80GYuOM6WZqEn9r84doAcaJ6bGU9bRRY0JPC8jdynAfULqyOThxR9N5Z,2022-08-05 11:46:00.966990,2023-10-10 15:03:03.815352
378121,2020-09-25,941931.3519430218,FwWRWXKC,4amGJncezXeJURWn05JJcCFg1d4vvc7tIsg2AmXrRGVWP1m1dddEY0P2mcBa4K7XteUk8SXnasfB4V55Kk9SwYPrqKwgb4Gj91TbL4To93yaP4gBM8O5RPBzQ5w5UhExBA9VFNejebZcynkWXWOQvppvDYqZGrOU6mKFdNHd,Tn3RmO04GBo1hLJXNxYAieu1q60CjCZiHUuFSMrX0RLPpYfbedvJDAAgdvS0ca0zPETPGzUCQHikqODhbodrZLTqe,2023-10-18 21:50:48.999379,2023-02-11 13:27:26.332779
344279,2020-06-03,599208.6594946586,gC1zIN,rVYALd20vNH1Fr9K3XmOQf0X5SCrZLngCKeUg19CCJbUEqld72Qkasq6jzP47ajZ4F9mLpwCQFUA0lv4stY0u1CtZ5rbYEB14ucUewh464866IpELXzVF8VL1Fv8ft3XEGpNY7Rq7ob,j9618,2019-04-02 11:32:57.414160,2022-08-18 19:04:22.404897
260794,2023-04-05,737673.2333020201,Edy,t1,SfZDTBKak0eBmKvSjdQtPYqba7Eks8O0soxUP9OLm7CAHZf7s61umaFFVagoJE6Fgic1yAJy0pcGgVdaa8fFds8UJBLjwfHrDHLwxS5LC6wiQl8u9EcFCvJK1jHUq,2019-11-20 01:46:41.497190,2020-07-01 11:33:35.677510
242312,2021-09-19,117814.18050251428,xE,EhdwDwC5aiMbzPQhVUxtc9g6pSovuk516XE6dy73LJz5L1bzG9aPmPPH4H4JOqlFDq9uEGtKjlE,kDZYEsi00LtSQaQNRdFI8in4ULaquSm1ACzTg4mfHKpsSms0dvpj7OAP7y,2021-01-05 19:20:17.412878,2021-04-05 06:14:55.931082
83463,2020-10-25,264759.435606374,C,iwaHVrjQwqHQlwI14fU5sATvyMHBq5eVWaTN5yaQYipbVHEENbq3ED2mHn381maTdtRdO2rfx9alsspa70VPlb4RmFqowwwqr88,FPGV2PUDl9c9zx1LNuFEuIxyZKRWX3YSyKIgKvkklZ7E5nAE0k1TRAQzmrEm0Rgtuoh4sByjKncz2cuMDPoGKnaO5Scpf1si3thrMxnSW85iAq6se4paDIDRNb3Woq4hlwA4dB,2023-05-20 09:00:13.175961,2022-11-21 11:21:21.395572
468151,2022-11-08,655395.332733193,BeqawH9Y,aioZGXYPzWePpi4PjhBELioAfef0BSVB0P9upV1aaEYEEz2uipYtrxZRLYMYBb4jo9aWi16udAbNFO4xgVIdBw9h3ro3B8TeU2xqJlcDLZAY119e1Ty7cPNYmzNOtlMiBiGmUrrx,zQwmjVyeNEXtySoKuzCT59b9kPQSsKNqQMk9VuXFMz1s7xibGuHkUI0Eiejjrr9xPWUaewvvLXc3r83q2QE,2021-06-28 05:22:07.678635,2019-10-18 23:25:30.232433
692041,2021-07-26,524257.25206437643,5puRO5esJ9,3hempdOJHrv0X6PqLkkgtsz4NEIC7WhhEAKlbZwxvdXvXSpviDORfTcALcEuGt7Pa8xq4BTyb58ZSNaYcacYxKKtNoIN3WoQCQvJz3RUeocRcF2MItUL5V034hCSG3siDIdLkyLp26QHRkHpHCgYUHX5mYH9zNLl6ewnl6yOUsRzRnvaqp92gWdTPHbMoJGBMQMIPPEfupulfDmHwj6XGIXNzoAEtiywcOaYgDDOu8V0,Oc96GyVc4cVZhvGppTqlp9D2GfLGtkuCc7ZWQAMjqjFtynbuoQW9AsEaRHgEVwgWW8nioo91npX0siOruAHjIQY4o33RBcyYGJpGq69LKqdS5fvcsaFke2fj0FmG9FSsbj7o69zegzVIa8DtczMwj1YW9oZNewubkhAUMbJHeQbEH11XgAgkrJSGHq2nZKBAQOhRIfMGqo88sQ51YtafECzRo6xRVHyTjKg3uJ0,2021-11-07 07:21:10.561639,2021-03-25 01:57:49.797024
493820,2021-09-27,414160.73206342093,OQMqvYqHF,Ni1iYtboo4ffgMkXd5jfCqQTNoKQDRd54OFwo4VTLadWRtfY16FBAlZJC3JtxQ2stByfZg6unLWlJzz4EPDUV1Itw7e6zTqucTWhmR8BnEa1CbfwA0A0l2nuRpBtlV2ckBAWt1xWPSBsqezQPiogNfNVW6Ie4vQCRGXDRlydfhF6,eDU5CxBsl8XvU52sG5ZrcjK1X1BMoGnHNbQMpglKVxm1j2azlSyYVwM1MDQipazUkNnGPsuE1l9n4swNV33x8lPmv1s6bgpc7TsxUDIENJs7RNO63EubEF2QwZ9R2kvairQTMw76JTuzPZ6UkKmYqcSoemR3tdKUubRxRoEtUnXTX6Ai1UUsGFdo0C,2019-05-31 07:20:05.748416,2021-04-02 00:46:02.575494
77837,2019-09-19,758681.9593594685,rBB,d3pDmQsow331RzK8z1iJ0wFvdVazK8zmcNfAttZYVWGhRAl9mlWlkOi6MoUTy7a7caJOy4ugdNqJQ,iZZ9d7j0PHs94k61hGrM23nU3yC8Upu5RSK9xYXgTqMboGfT1GcxLCAudkS8,2020-12-31 17:53:12.898142,2020-06-20 04:22:34.504880
202412,2021-03-14,116983.23997286617,iD1K,PGBiaATeAm6mEKpllbvjMObinarMFeOSdfbSAqkCVNG8AkzlT8eTAdb4Q3WFet2HZHFqJVzILJIwTzzu4KdGrF,1J0ibc9SQCldN5I9ToADrxrDUK9tOVzKQpJCxuS9XaJkKMQViTRDw140V4yn2TI69kTZlmhhSglGsjJ3mHj4QvcMoGDyYArcElAiEpVphqxjVQE3DmQsi30fZimDmL,2019-02-16 17:42:27.100698,2020-11-10 12:08:42.976375
823795,2019-07-11,681019.5768400308,M4BKBhBwvm,4Eg2NYdzebMvz7CXKvbDZ1tctnpql1wIHfE3jYqvt5yZXShseTm2q3gAIOmdGlR8wcWkPGcdGJTDyErY284rymMU1iP6vd98rolcw63WBtGwqXoDqHS3xmBAXtDLSA5,DJpQ847suOpUXDXUDzUrG14BbMrgLGmOe7Cy55sR4Pg9Xvj2Fk2Dl1Tq8xsYiKxrRYS5Jmeu73xQxzdoYBNbdzYWSrFNB6nRYbZCl8o4xNiIz5JiL1bNJwLqR4mEpISqglpsN5A2VoSv3yGN4oGhisM2Yh21XKtLfZyjNlvv7tgv02z7WQQ3OxFYI1S09g0rdNgcUo3I7ZLtHQ7j8oZW0Yb4ZRVMQdgvLQ9OKbCdff2TjmFa,2022-03-01 12:48:21.341059,2023-03-05 10:13:01.775612
